Municipio,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,65 a 69 anos,70 a 74 anos,75 a 79 anos,80 anos e mais
310540,3,0,0,1,1,5,4,1,9,8,12,10,11,13,15,18,46
310550,1,0,1,0,0,0,1,0,1,0,5,2,4,4,2,7,16
310560,17,0,0,6,11,19,25,19,38,46,65,63,69,99,89,113,254
310570,0,1,0,1,0,1,0,0,1,1,5,4,2,4,7,4,13
310590,7,1,1,0,2,4,5,0,5,5,9,9,12,17,21,17,35
310600,5,0,1,0,3,1,2,2,5,0,1,4,2,4,6,10,14
310610,1,0,0,0,1,0,0,1,0,1,0,2,1,1,2,2,9
310620,381,25,58,241,348,319,353,374,425,597,838,1043,1086,1245,1394,1521,4792
310630,4,0,0,1,3,3,3,5,4,7,7,7,6,12,12,17,30
310640,1,0,1,0,0,0,1,1,1,2,8,2,6,7,6,11,23
310650,2,1,1,1,2,1,1,1,2,1,2,6,5,6,10,9,16
310665,1,0,0,0,0,0,0,1,0,2,1,5,4,0,3,2,6
310660,10,1,0,0,0,0,2,1,2,0,1,2,1,3,5,2,9
310670,79,6,14,84,79,64,86,82,86,110,123,146,162,149,174,157,390
310680,0,0,0,0,0,0,0,1,0,1,1,0,1,2,6,1,2
310690,3,0,0,0,2,3,2,2,1,3,9,9,8,12,17,18,39
310700,0,0,0,0,0,2,0,1,0,0,0,2,2,1,5,6,4
310710,11,1,0,4,3,6,5,5,10,10,20,18,20,19,30,36,102
310720,0,0,0,0,0,0,2,2,1,2,1,2,2,5,3,6,4
310730,11,0,3,8,7,4,11,9,13,14,19,18,23,18,29,28,87
310740,7,2,0,2,7,10,5,13,5,11,17,19,32,35,33,33,98
310750,1,0,0,0,1,1,0,0,2,3,2,5,3,5,11,11,23
310760,0,0,0,1,1,0,0,1,0,1,1,0,1,2,1,2,6
310770,1,0,0,0,1,0,0,3,1,1,4,1,1,3,6,1,15
310780,1,0,0,0,2,2,1,5,5,4,6,7,10,5,9,18,37
310790,0,0,0,0,3,0,2,1,2,4,4,3,5,7,6,9,11
310800,1,0,0,0,2,2,3,2,6,9,5,9,14,13,20,20,46
310810,2,0,0,0,1,1,0,2,0,1,0,10,0,7,7,7,19
310820,1,0,0,1,0,2,0,0,0,0,0,4,3,6,7,6,13
310825,0,0,0,1,0,1,1,4,1,0,0,1,1,2,4,4,16
310830,6,0,0,1,1,2,0,0,4,7,9,6,8,6,13,15,53
310840,2,1,1,0,0,2,2,2,2,2,3,16,9,12,17,10,39
310850,1,0,0,0,0,0,3,2,0,1,3,4,3,3,0,9,4
310870,0,0,0,1,3,0,1,1,3,1,0,1,4,6,5,2,19
310855,4,0,1,1,4,2,3,1,0,4,3,9,6,6,4,5,13
310860,5,0,0,5,0,1,9,5,7,6,10,14,15,16,19,21,56
310880,1,0,0,0,0,0,1,3,1,1,1,1,2,1,3,3,19
310890,0,0,0,2,2,3,2,1,2,6,2,13,15,11,14,11,43
310900,5,0,0,7,6,5,6,3,9,7,16,20,19,16,22,14,55
310910,1,1,0,0,1,0,3,1,2,0,6,4,5,9,8,11,28
310920,0,1,0,2,0,1,2,2,1,6,2,6,9,8,8,4,16
310925,0,0,0,0,0,1,0,0,2,3,1,3,1,3,2,3,6
310930,3,0,1,0,6,3,3,6,3,4,9,8,11,11,17,8,36
310940,6,0,1,2,7,2,3,6,8,7,11,12,12,12,14,14,24
310945,0,0,0,1,0,1,2,1,1,2,2,2,2,3,1,4,6
310950,1,0,0,2,1,0,3,2,2,4,5,6,8,4,4,12,25
310960,0,0,0,1,1,0,1,2,0,0,1,1,1,4,7,2,12
310970,2,0,0,0,3,1,1,3,3,3,4,3,6,9,9,8,34
310270,2,0,0,2,2,2,3,5,3,1,2,0,3,6,8,6,10
310980,0,0,0,0,0,0,0,2,0,0,3,4,1,3,4,6,8
310990,2,1,0,0,2,0,1,2,1,3,2,4,3,8,7,13,21
311000,6,0,3,1,5,6,2,9,6,17,15,22,28,36,30,33,71
311010,1,0,0,0,0,0,0,0,3,3,3,0,4,3,5,5,8
311020,0,0,2,1,1,1,1,1,0,0,1,4,3,3,1,2,7
311030,3,0,1,0,0,0,1,2,5,3,12,7,11,12,19,14,28
311040,1,0,0,0,1,0,0,1,1,1,3,0,3,0,1,6,5
311050,3,0,2,4,0,2,4,3,3,5,9,14,8,7,19,14,34
311060,1,1,0,1,2,0,2,2,3,7,10,14,12,19,22,33,82
311070,4,0,0,1,0,3,1,1,3,3,5,9,9,10,11,13,31
311080,0,0,0,1,0,0,0,0,1,2,1,1,0,1,0,3,7
311090,1,0,0,0,1,3,3,2,1,1,9,12,10,9,12,14,43
311100,3,0,0,4,0,4,0,2,7,6,10,14,15,18,15,17,42
311110,1,0,0,0,1,1,4,2,6,4,15,9,9,13,18,15,40
311115,1,0,0,1,0,0,2,0,1,3,2,3,2,1,0,6,8
311120,10,1,0,6,4,3,8,8,10,12,17,28,28,39,50,59,172
311130,1,0,1,0,1,1,2,2,0,7,7,6,6,12,10,12,28
311140,1,0,0,0,1,0,0,4,4,4,3,4,1,4,4,5,9
311150,6,1,1,2,3,6,1,4,8,8,6,9,5,6,14,12,17
311160,4,0,0,0,3,1,6,3,5,9,8,13,9,10,15,13,53
311190,0,0,0,0,0,1,2,2,0,0,1,7,1,3,4,10,18
311170,0,0,0,0,1,0,0,1,0,4,1,3,0,0,4,4,14
311180,0,0,0,1,3,3,1,3,1,0,5,7,8,8,8,9,17
311200,2,1,0,3,0,1,1,2,1,4,3,7,7,9,6,8,34
311205,1,0,0,1,0,0,0,1,2,0,0,5,2,0,0,1,2
311210,2,0,0,0,2,0,1,1,0,3,2,3,0,0,2,2,11
311220,1,0,0,0,0,1,0,0,2,2,1,1,1,2,3,6,20
311230,7,0,0,3,4,5,5,6,9,14,6,16,13,13,16,20,66
311240,2,0,0,0,0,1,3,1,1,2,3,2,7,3,6,8,19
311250,1,0,0,1,1,1,1,0,0,4,1,5,7,6,8,2,22
311260,2,0,1,1,2,0,1,3,2,4,5,7,1,9,14,17,36
311265,2,0,0,1,0,1,1,1,0,0,2,0,2,5,8,3,14
311270,3,1,0,0,0,2,6,3,2,9,3,6,7,9,2,5,13
311280,0,0,0,0,0,0,1,1,0,1,2,2,3,2,3,2,21
311290,1,0,1,2,3,1,1,4,7,1,4,2,8,2,3,7,22
311300,4,0,0,0,2,3,6,5,6,5,10,10,17,10,9,15,48
311310,0,0,0,0,0,0,0,0,0,1,3,1,2,2,3,2,3
311320,0,0,2,2,1,3,5,4,9,11,18,11,14,15,12,23,53
311330,4,1,1,6,6,6,3,5,9,13,15,27,20,20,24,35,85
311340,21,0,3,5,19,9,11,13,17,20,40,36,45,50,54,78,175
311350,0,0,0,2,0,0,1,1,2,2,1,2,6,2,3,6,23
311360,0,0,0,0,0,2,1,0,0,3,2,1,5,4,2,6,17
311370,5,1,1,2,3,4,7,2,3,7,8,6,11,8,17,21,50
311380,0,1,0,0,0,0,1,0,1,1,2,0,3,2,3,1,3
311390,2,0,0,0,2,0,4,2,1,4,4,5,8,11,6,9,23
311400,1,0,0,1,2,1,1,0,4,0,4,5,6,2,12,11,30
311410,9,0,0,1,1,0,7,3,2,4,6,2,3,6,13,11,23
311420,2,0,0,0,2,1,5,2,4,4,7,7,5,12,12,14,35
311430,1,1,1,3,0,4,2,2,7,9,11,12,15,15,23,22,81
311440,2,0,0,1,3,1,0,6,2,5,8,11,12,12,13,17,45
311450,1,1,0,0,2,2,3,7,3,5,4,4,11,10,13,16,35
311455,3,2,0,0,0,1,4,1,1,2,6,1,4,4,2,10,15
311460,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,6
311470,0,0,0,0,0,0,0,1,0,0,1,4,2,1,2,0,6
311480,0,0,0,0,0,1,0,0,0,0,4,5,4,9,4,2,21
311490,0,0,0,0,0,0,1,0,0,0,2,2,0,1,1,0,6
311500,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,5,7
311510,5,1,0,1,2,1,0,5,5,3,9,7,8,12,13,15,36
311530,9,0,1,3,5,4,15,11,15,18,29,47,43,49,61,62,153
311535,1,0,0,0,0,0,0,0,1,3,1,1,5,1,3,1,5
311540,2,0,0,0,0,1,0,0,1,1,1,1,5,2,8,2,2
311545,6,1,0,2,1,1,3,1,5,2,3,3,2,0,0,7,8
311547,1,0,1,0,0,1,0,1,3,2,3,2,1,1,4,2,6
311550,1,0,0,1,0,1,5,0,1,6,10,9,16,14,23,29,68
311560,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,2,3
311570,0,0,1,0,0,2,2,0,0,3,2,4,2,7,8,6,19
311580,1,0,0,0,1,0,2,3,3,3,7,7,4,8,8,6,22
311590,0,0,0,0,0,0,1,0,1,2,3,0,0,2,2,4,7
311600,1,0,0,2,0,1,0,1,3,0,3,4,1,6,3,10,16
311610,4,1,0,0,2,3,2,2,4,1,4,2,3,7,17,2,9
311615,7,0,3,0,1,3,0,3,1,2,4,1,1,0,2,6,10
311620,0,0,0,1,1,2,1,1,4,1,3,4,5,0,2,4,4
311630,0,0,0,2,0,2,0,0,1,1,5,2,4,2,4,7,15
311640,1,0,0,0,0,0,0,1,2,0,0,0,1,3,1,1,1
311650,1,0,1,1,0,0,1,1,1,1,3,3,7,5,6,4,17
311660,5,2,2,1,4,5,5,7,8,7,9,5,13,8,23,22,53
311670,2,0,1,0,2,2,0,0,3,6,3,4,0,4,6,5,22
311680,1,1,0,1,3,1,0,4,5,2,4,2,6,4,10,13,14
311690,0,0,0,0,0,0,0,0,0,2,2,4,1,2,2,1,8
311700,2,0,0,0,0,0,0,0,0,4,2,4,2,1,3,4,17
311710,0,0,0,1,1,1,2,1,3,2,2,2,6,5,9,7,27
311520,0,0,1,0,0,0,2,1,0,0,3,1,3,1,3,2,4
311730,5,0,0,8,1,3,4,3,7,7,13,14,16,15,14,14,25
311720,0,0,0,0,0,1,1,1,0,0,2,1,1,1,0,2,6
311740,0,0,0,0,0,1,1,1,0,3,0,0,2,2,1,5,7
311750,2,0,0,0,1,2,1,4,0,4,8,8,10,5,12,6,29
311760,1,0,0,1,1,1,1,1,0,2,4,4,1,3,4,9,9
311770,3,0,0,0,0,1,2,2,3,5,1,9,9,14,9,14,30
311780,1,0,1,0,1,0,0,1,0,2,2,6,7,7,5,6,16
311783,5,0,0,0,1,0,3,1,0,0,0,4,4,4,1,5,18
311787,0,0,0,0,0,0,2,1,2,1,0,2,3,4,2,5,8
311790,1,0,0,0,1,0,0,2,6,3,5,2,6,6,4,11,24
311800,11,1,2,7,7,12,8,8,13,12,22,27,25,28,16,31,71
311810,2,1,1,0,1,2,1,2,0,0,5,2,1,1,2,3,11
311820,0,0,0,1,0,0,1,1,2,2,2,6,4,6,4,5,15
311830,17,2,1,8,7,17,14,11,31,26,51,71,66,66,65,77,222
311840,2,0,1,2,3,3,1,3,7,8,14,14,14,15,11,23,41
311850,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,2
311860,100,11,15,93,98,84,89,112,124,168,202,250,261,298,262,313,757
311870,0,0,1,0,0,0,0,2,3,4,4,5,3,12,7,14,18
311880,4,1,1,4,2,3,6,6,10,10,15,9,7,20,13,17,38
311890,2,0,0,1,0,0,0,1,3,4,1,2,0,8,2,10,16
311900,1,0,0,0,0,0,1,0,0,0,1,0,4,3,6,3,12
311910,9,1,1,3,2,3,4,2,7,5,8,15,12,11,19,20,46
311920,1,0,0,0,1,0,1,1,0,2,2,6,4,3,7,9,27
311930,1,2,0,1,1,1,2,3,9,12,11,18,12,18,23,14,50
311940,18,1,6,14,20,20,13,14,18,29,41,48,51,45,64,59,168
311950,4,1,0,1,0,5,2,2,3,2,2,5,1,4,4,4,16
311960,1,0,0,0,1,0,1,1,2,0,1,1,5,6,2,2,6
311970,0,0,0,0,0,0,0,1,0,1,1,1,2,2,0,4,12
311980,0,0,0,0,0,1,1,0,0,1,0,0,2,2,1,2,2
311990,1,0,0,0,0,0,0,1,1,2,3,1,3,4,2,2,18
311995,0,0,0,0,0,1,2,2,3,3,3,0,1,2,6,4,6
312000,0,0,0,0,0,1,2,0,0,1,2,4,1,0,4,0,7
312010,0,0,0,0,0,0,1,2,1,5,3,2,3,3,4,3,8
312015,1,1,0,1,1,0,0,4,0,3,3,3,1,2,7,3,8
312020,1,0,0,1,0,1,2,2,2,3,4,3,6,4,13,11,33
312030,2,0,0,0,0,1,0,0,2,0,4,2,1,2,5,4,7
312040,3,0,1,0,0,2,1,0,2,2,4,4,8,5,2,2,8
312050,2,0,0,0,0,0,0,3,1,4,10,2,6,12,7,6,17
312060,0,0,0,1,0,0,1,4,1,1,0,1,1,6,6,6,13
312070,0,1,0,1,0,1,0,0,1,1,1,1,0,6,4,3,6
312080,3,1,0,1,0,2,2,2,3,7,9,5,4,7,8,23,46
312083,1,0,1,0,0,1,2,1,1,1,3,3,2,0,3,2,12
312087,2,0,0,0,1,1,3,0,2,2,3,2,3,6,3,7,16
312090,11,1,1,7,18,9,9,13,14,22,25,36,38,41,40,54,155
312100,1,0,0,0,1,0,0,0,2,2,1,1,4,3,0,4,11
312110,1,0,0,0,0,2,0,2,0,4,4,2,4,7,5,12,23
312120,1,0,0,1,2,0,1,1,2,1,2,2,3,5,7,5,11
312125,0,0,0,1,1,1,2,1,4,5,5,5,2,2,6,1,4
312130,2,0,0,0,0,0,0,0,0,0,3,0,2,3,10,4,13
312140,1,0,0,0,3,1,0,1,2,2,4,6,5,3,10,6,20
312150,0,0,0,0,1,1,0,0,2,1,1,1,0,0,1,2,4
312160,10,0,1,2,9,5,8,8,15,13,15,16,24,19,30,34,81
312170,1,0,1,0,0,1,2,0,0,1,2,2,1,3,0,3,15
312180,1,0,0,0,0,0,1,2,1,2,5,8,5,2,12,6,31
312190,0,0,0,0,0,2,0,1,0,2,2,3,1,7,4,6,9
312200,4,0,2,3,2,3,11,8,5,8,9,10,16,11,17,21,45
312210,3,0,0,0,0,3,0,3,2,1,2,2,2,1,8,6,15
312220,3,0,1,1,0,4,1,0,4,2,4,2,1,2,6,8,10
312230,25,1,6,16,19,18,35,30,29,70,76,103,119,100,136,159,373
312235,1,0,1,1,0,1,3,2,1,1,1,2,4,5,2,4,2
312240,0,0,0,0,0,1,2,1,4,1,1,5,2,5,3,3,10
312245,1,0,0,0,0,1,0,2,1,1,1,2,1,2,2,2,4
312247,0,0,0,1,0,0,0,0,0,0,1,1,1,5,3,2,5
312250,1,0,0,0,0,1,2,0,1,3,3,2,6,7,3,10,13
312260,2,0,0,1,0,0,0,0,3,2,1,3,1,2,1,5,6
312270,0,0,0,0,0,0,1,3,0,1,4,1,4,4,2,8,23
312280,0,0,0,0,1,0,0,0,0,2,0,3,0,3,3,1,6
312290,0,0,0,0,0,1,1,1,0,2,5,2,5,5,0,4,14
312300,0,0,0,0,2,0,1,4,1,2,4,5,1,13,7,11,15
312310,3,0,0,0,0,1,1,2,2,4,0,3,3,2,1,5,8
312320,1,0,1,0,3,0,2,1,5,4,9,4,8,17,12,18,46
312330,0,0,0,0,1,0,1,0,2,2,2,1,4,3,4,1,14
312340,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,3
312350,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,2,6
312352,1,0,0,2,0,0,0,1,2,2,1,3,3,3,2,2,16
312360,2,0,1,0,0,0,2,4,6,4,12,5,14,17,24,19,56
312370,1,0,1,2,0,2,0,2,4,1,5,4,7,6,4,3,12
312380,0,0,0,0,1,1,1,1,3,2,2,5,4,8,5,4,11
312385,1,0,0,1,1,0,1,1,1,4,4,0,2,3,4,8,14
312390,3,0,0,1,1,1,3,0,5,3,6,4,8,8,15,14,27
312400,4,1,0,2,1,1,3,2,2,6,4,7,9,6,11,11,40
312410,14,1,3,11,9,12,15,14,11,20,25,27,22,42,27,30,77
312420,1,0,0,0,0,2,3,4,4,4,12,12,17,12,17,13,49
312430,6,1,1,6,1,1,3,3,5,11,9,7,10,17,15,24,52
312440,0,0,0,0,1,0,1,1,0,3,0,5,1,1,4,6,8
312450,3,0,0,1,1,1,2,2,4,2,2,5,8,12,6,12,23
312460,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,11
312470,2,0,0,0,0,0,0,2,0,1,1,2,0,6,0,4,8
312480,1,0,0,1,0,1,0,0,0,3,3,3,5,3,7,4,18
312490,2,0,0,1,2,0,0,3,0,2,1,6,5,6,6,10,34
312500,1,0,1,1,1,1,0,1,0,2,0,2,2,4,5,4,13
312510,4,1,1,0,7,2,4,4,12,10,13,11,14,10,18,22,47
312520,0,0,0,0,0,0,0,0,2,0,0,1,3,2,1,3,9
312530,0,0,0,0,0,0,0,0,0,0,2,0,1,5,2,0,7
312540,1,0,0,1,0,1,0,3,1,1,0,2,2,3,3,1,7
312560,1,0,0,4,0,0,1,0,3,0,3,3,2,6,4,8,10
312570,3,0,0,2,0,0,2,4,1,4,4,9,6,7,8,6,33
312580,1,0,0,0,1,1,0,1,3,1,0,0,0,2,3,3,7
312590,0,0,0,0,0,0,0,1,1,6,1,2,0,4,6,11,29
312595,2,0,0,3,0,2,3,1,1,2,3,5,7,3,10,10,13
312600,2,0,0,0,0,0,1,2,1,3,1,2,2,4,3,4,8
312610,13,0,2,8,8,7,9,13,17,19,32,37,43,42,56,67,159
312620,2,1,0,1,1,2,0,1,2,0,3,4,2,1,2,5,9
312630,2,0,0,0,0,0,0,2,0,2,1,1,3,2,2,4,6
312640,1,0,0,0,1,1,0,0,0,0,0,1,3,2,3,5,5
312650,3,1,0,0,1,1,3,0,3,2,3,3,6,5,8,5,15
312660,1,1,0,0,1,0,0,0,3,0,0,3,4,3,5,2,12
312670,3,1,0,0,2,1,4,9,8,9,6,7,12,17,15,6,47
312675,2,1,0,0,1,1,0,0,1,1,2,0,3,1,3,2,6
312680,1,0,1,1,1,0,2,1,1,3,4,5,4,2,4,1,18
312690,1,0,1,1,4,0,1,1,1,4,3,9,5,6,10,9,11
312695,1,0,0,1,0,0,0,1,0,1,0,0,0,1,4,4,3
312700,5,0,1,4,1,2,5,4,3,2,4,5,11,6,10,7,16
312705,0,0,0,0,1,1,1,1,0,0,0,3,3,3,3,3,7
312707,3,0,1,0,1,0,1,0,3,3,4,1,7,2,4,7,10
312710,8,1,1,8,11,11,23,14,17,17,34,27,38,41,29,34,114
312720,0,0,1,1,0,1,1,1,0,0,1,1,3,2,3,1,4
312730,1,0,0,2,1,3,1,1,1,3,1,5,5,3,9,6,12
312733,2,0,0,0,0,0,0,2,2,1,0,2,2,4,1,1,13
312735,1,0,0,0,0,1,0,1,0,0,1,1,1,4,1,2,0
312737,1,0,0,0,0,0,0,0,2,0,0,0,4,1,3,10,10
312738,1,0,1,0,0,0,0,0,3,2,1,2,4,2,4,2,12
312740,0,0,0,0,0,0,1,1,2,0,0,1,3,6,1,4,10
312750,0,0,0,0,1,0,0,1,1,1,1,3,1,4,3,3,14
312760,2,0,1,0,0,0,1,4,0,4,2,4,9,12,9,13,27
312770,62,4,7,49,45,31,49,58,58,67,115,132,149,134,183,205,506
312780,2,0,0,1,1,2,4,2,3,4,6,3,8,7,7,5,18
312790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
312800,10,0,0,2,6,6,10,5,3,6,10,13,19,17,19,29,72
312810,0,1,2,0,0,2,0,3,2,6,3,6,8,4,7,8,31
312820,3,0,0,0,0,1,3,5,0,3,6,3,7,1,2,8,30
312825,2,0,0,0,1,1,0,0,3,2,1,3,4,3,2,1,10
312830,3,0,0,1,1,1,1,4,2,6,12,5,22,11,12,19,52
312840,3,0,0,0,1,2,5,1,1,7,1,5,6,4,4,6,23
312850,1,0,0,0,1,0,0,1,0,1,2,0,0,3,2,1,10
312860,3,0,0,1,0,2,0,0,1,1,1,1,1,1,6,3,12
312870,5,2,0,1,3,1,3,3,10,14,25,24,21,31,38,30,123
312880,2,0,0,0,0,0,1,1,2,0,1,6,4,6,4,7,16
312890,0,0,0,4,1,0,2,0,2,3,1,3,4,3,4,10,12
312900,3,0,0,0,1,0,1,1,2,1,3,4,11,4,5,8,24
312910,0,0,0,0,0,0,0,2,3,0,1,3,2,6,4,6,6
312920,0,0,0,0,0,0,1,2,0,3,0,2,8,4,7,5,11
312930,1,0,0,0,3,1,0,2,4,2,4,4,5,7,7,8,26
312940,3,0,1,2,0,0,1,3,0,5,0,4,3,1,7,6,14
312950,3,0,0,0,1,7,7,3,10,9,13,20,15,10,18,18,31
312960,0,0,0,1,0,0,2,3,1,3,3,5,2,4,0,4,12
312965,1,0,0,1,0,1,0,2,2,0,1,2,3,5,1,1,15
312970,1,0,0,2,0,2,1,0,2,0,2,2,7,5,6,10,13
312980,35,0,5,18,21,16,30,39,40,46,37,63,69,58,62,77,151
312990,0,0,0,0,0,0,0,0,2,0,5,1,2,4,4,3,6
313000,0,1,0,0,0,0,1,0,0,1,1,1,1,2,0,0,6
313005,3,0,1,0,2,1,1,2,3,2,3,6,5,3,2,4,12
313010,6,2,2,2,9,6,4,4,11,13,10,21,15,18,24,24,42
313020,1,0,0,3,1,3,3,2,3,1,2,4,6,4,5,8,13
313030,1,0,0,0,0,1,1,1,3,2,4,4,5,6,7,9,12
313040,1,0,0,0,0,1,0,2,0,3,2,6,1,3,6,5,18
313050,0,0,0,0,0,0,1,5,2,3,1,8,6,3,8,7,29
313055,1,0,0,1,1,4,1,1,2,2,2,2,1,4,7,6,6
313060,4,0,0,0,0,1,0,1,0,1,4,4,4,4,4,8,11
313065,1,0,0,0,0,0,1,2,2,2,3,2,2,5,3,7,13
313070,0,0,0,1,1,0,0,0,2,0,2,3,2,0,5,4,4
313080,0,0,0,0,1,0,0,1,1,0,0,0,1,1,5,2,3
313090,2,0,1,1,4,1,3,9,3,5,8,14,6,15,19,12,47
313100,2,0,0,0,0,0,3,1,0,3,4,2,3,3,1,4,11
313110,0,1,1,1,2,0,1,0,0,4,5,5,4,5,4,10,21
313115,5,1,2,2,3,1,6,6,7,4,4,6,5,6,10,6,24
313120,2,0,0,5,2,2,8,1,2,8,8,6,11,13,16,17,41
313130,39,3,7,14,16,24,24,30,42,60,74,100,118,95,108,138,335
313140,0,1,0,1,0,0,0,2,0,0,5,5,3,3,4,2,11
313150,1,0,0,0,0,2,1,2,0,6,7,7,4,5,7,6,18
313160,2,0,0,2,0,1,3,0,4,2,4,3,2,3,4,3,11
313170,22,2,1,10,13,12,15,19,23,25,40,44,43,49,64,66,187
313180,3,0,1,0,0,2,3,1,3,2,4,5,4,8,5,6,25
313190,9,0,0,2,5,10,9,5,6,13,19,19,24,27,36,29,69
313200,0,0,0,1,0,0,0,1,0,0,0,1,3,4,5,4,9
313210,3,1,0,2,3,2,2,3,2,5,11,6,7,13,8,10,30
313220,3,0,2,0,1,1,1,4,1,1,9,5,8,11,11,14,28
313230,6,2,2,1,2,2,3,7,6,1,5,6,6,5,18,6,16
313240,13,1,1,6,11,5,10,9,13,27,29,45,54,58,70,76,195
313250,8,0,1,5,3,4,5,9,6,4,12,15,10,18,19,21,52
